task,domain,source_anchor_pct,target_anchor_pct,condition,metric,mean,std,n_folds,n_samples,n_groups,source_bundle,source_training_position_pct,target_training_position_pct,source_route_auroc,target_route_auroc,source_rank,target_rank,source_representation,target_representation
earlystop,math,100,70,frozen_basis,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,frozen_basis,stop_acc,0.766667,0.067700,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,task_specific,auroc,0.958260,0.013974,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,task_specific,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,task_specific,stop_acc,0.766667,0.067700,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,no_svd,auroc,0.959111,0.012643,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,no_svd,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,70,no_svd,stop_acc,0.775000,0.056519,5,7680,120,es_svd_ms_rr_r1,100,70,0.956656,0.945019,16,16,raw+rank,raw+rank
earlystop,math,100,100,frozen_basis,auroc,0.965466,0.011391,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,frozen_basis,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,frozen_basis,stop_acc,0.791667,0.026352,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,task_specific,auroc,0.965784,0.010693,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,task_specific,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,task_specific,stop_acc,0.800000,0.031180,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,no_svd,auroc,0.966757,0.010619,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,no_svd,selacc@10%,0.998701,0.002597,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,math,100,100,no_svd,stop_acc,0.800000,0.031180,5,7680,120,es_svd_ms_rr_r1,100,100,0.956656,0.956656,16,16,raw+rank,raw+rank
earlystop,science,10,10,frozen_basis,auroc,0.683327,0.076971,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,frozen_basis,selacc@10%,0.811300,0.114905,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,frozen_basis,stop_acc,0.616667,0.095142,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
earlystop,science,10,10,task_specific,auroc,0.683474,0.073914,5,12672,198,es_svd_ms_rr_r1,10,10,0.712783,0.712783,16,16,raw+rank,raw+rank
